Gene	L21.D20.Tox.WT1_S6	L22.D20.Tox.WT2_S7	L23.D20.Tox.WT3_S8	L24.D20.Tox.WT4_S9	L25.D20.Tox.WT5_S10	L26.D20.Tox.KO1_S11	L27.D20.Tox.KO2_S12	L28.D20.Tox.KO3_S13	L29.D20.Tox.KO4_S14	L30.D20.Tox.KO5_S15
Atp12a	0	0	1	0	0	0	0	1	0	0
Atp13a1	3226	4482	4671	4927	4171	5349	7167	4112	5780	5373
Atp13a2	917	916	1248	1031	890	1826	1551	1116	1713	2014
Atp13a3	716	827	1079	916	992	1289	1421	958	897	827
Atp13a4	0	0	0	0	0	0	0	0	0	0
Atp13a5	0	0	0	0	0	0	0	0	0	0
Atp1a1	1469	1241	1126	1053	1513	1659	1469	1381	1454	925
Atp1a2	4	2	3	0	0	4	12	2	5	9
Atp1a3	40	44	24	227	71	41	47	54	41	163
Atp1a4	0	0	0	0	0	0	0	0	0	0
Atp1b1	21	20	13	72	44	21	7	10	42	82
Atp1b2	1	2	4	15	0	1	3	3	16	34
Atp1b3	19186	15883	18754	14454	17270	24042	21040	15612	22876	19874
Atp1b4	0	0	0	0	0	0	0	0	0	0
Atp23	143	128	91	172	133	165	186	160	214	149
Atp2a1	52	13	32	19	28	45	39	33	35	36
Atp2a2	1763	2928	3024	2976	2989	3322	4414	2644	3445	3302
Atp2a3	10368	12250	15721	10944	12853	23564	17906	12811	20758	16276
Atp2b1	3715	3130	3903	2612	3547	6097	4837	3769	5212	4089
Atp2b2	106	107	83	240	63	20	90	14	92	8
Atp2b3	0	0	0	0	0	0	0	0	0	0
Atp2b4	659	410	477	353	397	588	570	404	522	466
Atp2c1	1347	2040	2266	2584	2268	2986	3504	2258	3274	2498
Atp2c2	0	0	0	3	0	0	3	0	0	2
Atp4a	0	0	0	0	1	0	0	2	0	3
Atp4b	0	0	0	0	0	0	0	0	0	0
Atp5a1	9948	9532	9390	13366	10473	12427	14896	10667	14573	16338
Atp5b	15078	13414	14066	18005	14717	17736	22196	14612	20183	21328
Atp5c1	4792	3729	3770	5948	4491	5631	6819	4282	6442	6745
Atp5d	2855	1853	1731	3358	2502	2612	3014	2236	3325	3674
Atp5e	1613	891	692	2367	1729	1585	1636	1400	1966	2210
Atp5f1	3098	2598	2639	4758	3536	4174	5865	3605	5000	5575
Atp5g1	1059	770	736	1330	1023	1200	1339	1041	1561	1951
Atp5g2	219	118	117	201	167	181	188	137	188	268
Atp5g3	3048	2086	2008	5122	3116	3791	4538	3253	4685	5028
Atp5h	4707	3287	3061	4701	4325	5962	5636	4466	6454	6307
Atp5j	2602	1813	1741	5225	3291	4033	5144	3549	5259	5071
Atp5j2	1719	1223	1014	2969	2216	2530	2715	2163	2953	3017
Atp5k	605	306	240	1231	815	809	738	667	1000	1068
Atp5k-ps2	0	0	0	0	0	0	1	1	1	0
Atp5l	122	109	110	140	132	182	248	143	173	140
Atp5l-ps1	0	0	0	1	0	0	1	0	0	0
Atp5l-ps2	0	0	1	0	0	1	1	0	0	5
Atp5l2-ps	0	0	0	1	0	1	0	1	0	0
Atp5o	2328	1633	1551	2603	2189	2261	2877	1955	2934	3438
Atp5s	234	222	241	338	258	466	578	373	557	515
Atp6ap1	3666	3280	4020	5344	3983	5607	7307	4207	6217	5337
Atp6ap1l	0	0	0	0	0	0	0	0	0	0
Atp6ap2	1284	1258	1384	2499	1539	2053	3090	1782	2446	2422
Atp6v0a1	47	81	75	140	77	11	13	75	158	498
Atp6v0a2	3644	5024	5135	6662	4941	5176	8491	4044	5763	4273
Atp6v0a4	0	0	0	0	0	0	0	0	0	0
Atp6v0b	1531	1362	1281	2164	1570	1963	2263	1640	2707	2906
Atp6v0c	162	120	99	267	224	187	213	154	269	311
Atp6v0c-ps1	0	0	0	0	0	0	0	0	0	0
Atp6v0d1	951	810	827	1162	926	1042	1321	769	1235	1317
Atp6v0d2	6	3	1	6	0	0	0	10	0	0
Atp6v0e	3663	2779	2665	5335	3576	4756	5391	3566	6172	5249
Atp6v0e2	0	0	0	0	0	0	0	0	3	0
Atp6v1a	1251	1289	1478	1933	1451	1911	2493	1495	2037	1649
Atp6v1b1	4	7	11	0	1	3	1	2	7	0
Atp6v1b2	2484	2594	2697	3204	2476	3310	3837	2480	3681	3459
Atp6v1c1	2253	2444	2468	3086	2726	3241	4054	2495	3665	3215
Atp6v1c2	3	3	0	4	2	0	0	1	1	5
Atp6v1d	2198	2050	2175	3278	2569	3228	4525	2597	3914	3536
Atp6v1e1	2257	1621	1664	2511	2132	2257	2633	1685	2769	2730
Atp6v1e2	0	0	0	0	0	2	0	0	0	0
Atp6v1f	2714	1959	1784	3394	2436	3224	3885	2422	3805	3599
Atp6v1g1	1456	1133	1126	1754	1421	1466	1938	1259	1733	2123
Atp6v1g2	39	19	33	18	34	39	79	58	53	54
Atp6v1g3	14	5	7	9	3	17	44	14	15	6
Atp6v1h	2135	2025	2222	2390	2040	2535	3298	1816	2711	2521
Atp7a	242	379	582	457	390	660	650	449	643	465
Atp7b	0	1	2	13	4	0	0	0	1	34
Atp8a1	606	552	702	912	670	862	1218	598	689	723
Atp8a2	177	260	372	495	420	304	422	164	284	157
Atp8b1	1	0	0	2	1	1	0	0	2	0
Atp8b2	3308	6969	7628	5410	5942	6430	8311	4818	5062	4786
Atp8b3	0	0	0	0	0	0	0	2	0	0
Atp8b4	2597	2773	4807	2616	3347	6358	6359	4103	6055	3491
Atp8b5	0	0	0	0	0	0	0	0	0	0
Atp9a	148	151	111	166	111	329	702	375	516	399
Atp9b	808	1253	1450	1746	1324	2267	2754	1702	2383	1651
Atpaf1	167	166	182	200	161	245	323	203	234	239
Atpaf2	646	694	734	969	800	1057	1330	698	1206	1147
Atpif1	567	400	318	1094	618	617	896	659	1015	1291
Atr	517	543	647	635	554	972	969	570	525	539
Atraid	1159	694	805	1032	890	1171	1410	841	1422	1444
Atrip	46	28	34	22	32	47	41	46	47	36
Atrn	299	239	341	271	263	487	571	367	329	346
Atrnl1	9	33	21	15	33	49	26	14	46	38
Atrx	4475	3605	3856	4526	3853	5256	6196	3254	4135	4352
Atxn1	1047	639	748	850	780	695	1114	594	805	660
Atxn10	1613	1299	1510	2096	1483	1859	2678	1389	2331	1978
Atxn1l	45	33	38	83	43	91	93	81	80	110
Atxn2	382	395	420	402	403	743	852	609	691	547
Atxn2l	1542	1410	1472	1716	1753	2487	2761	2011	2308	1895
Atxn3	282	308	362	361	267	437	513	304	443	426
Atxn7	851	970	956	813	942	1157	1533	962	982	850
Atxn7l1	1085	1039	1226	1295	1265	1866	2127	1363	1739	1235
Atxn7l1os1	0	1	1	0	0	1	5	1	0	1
Atxn7l1os2	1	1	5	5	1	9	16	7	3	6
Atxn7l2	181	146	148	258	235	290	362	213	331	276
Atxn7l3	466	343	393	321	375	505	496	328	455	388
Atxn7l3b	728	775	663	1020	738	1017	1241	942	1429	1133
AU015228	0	0	0	0	0	0	0	0	0	0
AU015336	0	0	0	0	0	0	0	0	0	0
AU015791	0	0	0	0	3	0	0	0	0	0
AU015836	0	0	0	0	0	0	0	0	0	0
AU016765	0	0	0	0	0	0	0	0	0	0
AU017674	0	0	0	0	0	0	0	0	0	0
AU018091	0	0	0	0	0	0	0	0	0	0
AU019823	416	340	326	384	371	498	731	449	571	525
AU019990	0	0	1	3	0	0	0	0	0	2
AU020206	2624	1496	1536	2154	1864	3067	3622	2575	3455	3416
AU021092	0	1	0	4	3	0	0	0	10	2
AU022133	0	0	1	0	1	1	0	0	0	3
AU022252	317	346	322	362	372	500	521	348	400	409
AU022751	0	0	0	0	0	0	0	0	0	0
AU022754	0	0	0	0	0	0	0	0	0	0
AU023070	0	0	0	0	0	0	0	0	0	0
AU023762	0	0	0	0	0	0	2	0	0	0
AU040320	1060	1268	1596	1534	1488	2047	2388	1553	1966	1630
AU040972	0	2	0	1	0	0	0	0	0	0
AU041133	124	110	124	182	128	224	321	178	176	178
Auh	1258	923	984	1362	1079	1275	1637	905	1318	1146
Aunip	30	30	31	54	32	29	19	34	44	122
Aup1	3903	3326	3215	4865	3767	4657	6347	3717	5823	5538
Aurka	262	239	165	422	299	141	212	217	252	1061
Aurkaip1	1812	1300	1231	1954	1524	1804	2120	1413	2301	2094
Aurkb	378	379	303	672	481	281	314	374	462	1125
Aurkc	0	0	0	0	1	0	2	0	1	0
Auts2	0	0	0	0	0	0	1	4	0	2
AV026068	0	0	0	0	0	0	0	0	0	0
AV039307	0	0	3	3	0	2	0	2	0	5
AV064505	0	0	0	0	0	0	0	0	0	0
AV099323	10	2	2	15	14	13	12	12	8	12
AV320801	0	0	0	0	0	0	0	0	0	0
AV356131	2	0	2	5	2	3	1	2	5	16
Aven	894	662	754	721	712	929	712	662	856	837
Avil	12	7	0	21	1	8	5	1	1	1
Avl9	683	845	1069	902	962	1330	1710	877	1057	1071
Avp	0	0	0	0	0	0	0	0	0	0
Avpi1	72	46	61	75	73	57	81	78	102	138
Avpr1a	0	0	0	0	0	0	0	0	0	0
Avpr1b	0	0	0	0	0	0	0	0	0	0
Avpr2	40	48	31	28	53	62	71	39	47	38
AW011738	420	427	408	760	551	450	786	381	479	538
AW046200	22	11	9	12	28	23	40	23	34	12
AW047730	0	0	0	0	0	1	2	4	3	0
AW112010	27267	20074	20111	48273	31800	38118	58374	28720	43554	29505
AW121686	0	0	0	0	0	0	0	2	0	1
AW146154	195	163	258	226	170	380	422	276	339	218
AW209491	286	296	363	436	313	462	574	369	519	528
AW495222	0	0	0	0	0	0	0	3	0	0
AW549877	535	730	950	747	648	1284	1435	1000	1060	748
AW551984	0	0	0	4	0	0	0	0	1	0
AW554918	174	175	188	228	162	250	341	147	186	220
AW822073	0	0	0	0	0	0	0	0	0	0
AW822252	1	1	4	1	2	1	1	0	1	1
Awat1	0	0	0	0	0	0	0	0	0	0
Awat2	4	6	2	17	19	7	13	1	9	18
Axdnd1	1	0	2	0	0	8	5	1	0	2
Axin1	1976	2323	2766	2589	3024	3817	4547	2581	3679	2851
Axin2	28	31	19	32	35	44	32	29	26	29
Axl	380	373	390	848	270	717	1144	864	879	1517
AY036118	0	0	0	0	0	0	0	0	0	0
AY074887	3	1	0	7	2	7	3	3	3	3
AY358078	0	0	0	0	0	0	0	0	0	0
AY512915	0	0	0	0	0	0	0	0	0	0
AY512931	0	1	0	0	0	0	0	0	0	0
AY702102	0	0	0	0	0	0	0	0	0	0
AY702103	0	0	0	0	0	0	0	0	0	0
AY761184	0	0	0	0	0	0	0	0	0	0
AY761185	0	0	0	0	0	0	0	0	0	0
Aym1	0	0	0	0	0	0	0	0	0	0
Azgp1	0	0	0	0	0	0	0	0	0	0
Azi2	2639	3148	3428	3476	3373	3875	4859	2816	3866	3169
Azin1	1587	2269	2371	2893	2110	2289	3419	1767	2178	2401
Azin2	0	3	1	8	5	3	2	0	2	12
B020004C17Rik	0	0	0	0	0	0	0	0	0	0
B020004J07Rik	0	0	0	0	0	0	0	0	0	0
B020011L13Rik	0	0	0	0	0	0	0	0	0	0
B020014A21Rik	0	0	0	0	0	0	0	0	0	0
B020017C02Rik	0	0	0	0	0	0	0	0	0	0
B020018J22Rik	0	0	0	0	0	0	0	2	0	0
B020031H02Rik	0	0	0	0	0	0	0	0	0	0
B020031M17Rik	0	0	0	0	0	0	0	0	0	0
B130006D01Rik	67	47	32	70	68	57	68	53	28	54
B130011K05Rik	0	0	0	0	0	0	0	0	0	0
B130021K23Rik	68	40	70	64	85	121	156	46	139	67
B130024G19Rik	0	0	0	0	0	0	0	1	0	0
B130034C11Rik	29	9	16	39	31	33	38	16	12	27
B130046B21Rik	21	13	15	19	20	28	19	18	33	15
B130055M24Rik	144	188	201	225	172	271	443	264	243	248
B230104I21Rik	0	0	0	0	0	0	0	0	0	0
B230110C06Rik	0	0	0	0	0	0	0	0	0	0
B230110G15Rik	0	0	0	0	0	0	0	0	0	0
B230112G18Rik	1	1	0	1	4	1	1	2	0	0
B230112I24Rik	0	0	0	0	0	0	0	0	0	0
B230112J18Rik	0	0	0	0	0	0	0	0	0	0
B230118H07Rik	11	1	3	4	9	18	7	9	28	22
B230119M05Rik	0	0	0	1	0	0	0	0	0	0
B230206H07Rik	0	0	0	0	0	0	0	0	0	0
B230206I08Rik	2	0	5	0	3	0	0	4	0	1
B230206L02Rik	0	0	0	0	0	1	0	0	3	0
B230207O21Rik	0	0	0	0	0	0	0	0	0	0
B230208B08Rik	0	0	0	0	0	0	0	0	0	0
B230208H11Rik	48	16	16	50	10	15	16	11	22	40
B230209E15Rik	0	0	0	0	0	0	0	0	0	0
B230216N24Rik	4	2	4	6	3	2	5	4	6	5
B230217C12Rik	31	20	9	31	18	25	44	8	40	25
B230217J21Rik	0	0	0	0	0	0	0	1	0	0
B230217O12Rik	72	69	55	81	74	109	109	56	111	67
B230219D22Rik	549	463	575	911	756	1109	1434	898	1014	784
B230303A05Rik	0	0	0	0	3	0	0	0	0	0
B230303O12Rik	0	0	0	2	0	12	1	0	3	0
B230307C23Rik	71	65	57	129	68	94	143	98	104	107
B230311B06Rik	0	0	0	0	0	0	0	0	0	0
B230312C02Rik	0	0	0	0	0	0	1	0	0	3
B230317F23Rik	5	9	14	13	20	24	15	21	54	33
B230319C09Rik	0	0	0	3	1	3	0	4	3	4
B230322F03Rik	10	2	10	5	7	13	10	8	6	3
B230323A14Rik	0	0	0	0	0	0	0	0	0	0
B230334C09Rik	0	2	0	1	9	0	2	2	3	2
B230344G16Rik	0	0	0	0	0	0	0	0	0	0
B230354K17Rik	103	177	150	279	164	237	413	235	249	188
B230359F08Rik	37	15	21	16	26	60	35	37	44	22
B230364G03Rik	0	0	0	0	0	0	0	0	0	0
B230369F24Rik	8	2	5	8	16	13	21	4	9	10
B230377A18Rik	0	0	0	1	1	0	2	2	2	3
B230398E01Rik	1	0	1	1	0	0	0	1	1	0
B2m	51851	36670	37303	89138	61129	80314	93931	60195	87180	71815
B330016D10Rik	57	49	32	69	46	45	50	45	61	57
B3galnt1	0	9	0	11	4	5	0	2	0	18
B3galnt2	451	628	624	825	716	1070	1335	779	1226	950
B3galt1	5	1	0	2	3	2	1	1	2	4
B3galt2	8	0	4	0	2	0	0	0	0	1
B3galt4	395	369	416	587	469	596	669	456	585	549
B3galt5	41	86	105	82	212	89	156	60	41	13
B3galt6	259	206	158	255	212	309	408	209	218	300
B3gat1	0	0	0	0	0	0	0	0	0	0
B3gat2	33	16	18	38	24	38	40	23	42	41
B3gat3	1377	1085	1176	1573	1380	1507	1551	1125	1592	1677
B3glct	246	250	296	340	282	307	367	214	345	278
B3gnt2	64	69	75	82	83	84	101	60	106	109
B3gnt3	50	81	75	130	90	142	147	73	117	90
B3gnt4	0	0	0	1	0	0	0	0	0	0
B3gnt5	471	608	757	699	646	957	991	665	834	758
B3gnt6	0	0	0	0	4	0	6	0	2	0
B3gnt7	1	7	7	27	10	0	7	9	5	47
B3gnt8	53	19	29	82	31	9	16	15	41	107
B3gnt9	58	39	36	68	45	49	59	39	63	90
B3gntl1	265	217	328	301	316	516	503	306	472	335
B430010I23Rik	0	0	0	4	0	0	0	3	0	2
B430119L08Rik	0	0	0	0	0	0	0	0	0	0
B430203G13Rik	0	0	0	0	0	0	0	0	0	0
B430212C06Rik	18	8	19	8	5	10	36	21	11	9
B430218F22Rik	0	0	0	0	0	2	2	0	0	2
B430219N15Rik	0	0	1	0	0	1	1	1	0	2
B430305J03Rik	0	0	0	0	0	0	0	0	0	0
B430306N03Rik	43	59	23	246	27	12	7	32	124	249
B430319F04Rik	1	1	1	1	0	0	0	5	0	1
B430319H21Rik	0	0	0	0	0	0	0	0	0	0
B4galnt1	11187	10971	10872	13555	12374	14863	17919	11132	17492	12766
B4galnt2	2	2	0	2	0	5	2	6	3	7
B4galnt3	0	0	0	0	0	2	2	1	3	0
B4galnt4	9	4	16	17	12	95	85	110	54	71
B4galt1	1715	1590	2005	1349	1689	2764	2214	1617	2157	1790
B4galt2	2	6	6	1	3	14	11	11	3	23
B4galt3	478	441	446	530	540	596	763	495	795	643
B4galt4	124	122	117	260	178	153	264	104	157	109
B4galt5	1622	1308	1699	1431	1541	1827	1598	1165	1315	1372
B4galt6	0	0	0	14	8	0	8	1	12	39
B4galt7	1977	2055	2450	1946	2166	2770	2672	1854	3050	2194
B4gat1	143	171	193	215	146	358	397	267	352	353
B530045E10Rik	1	0	1	1	0	0	0	0	1	1
B630019A10Rik	1	0	0	1	0	1	0	2	0	7
B630019K06Rik	10	6	3	20	10	13	17	17	25	15
B830012L14Rik	0	0	0	0	0	0	0	0	0	0
B830042I05Rik	0	0	1	0	0	0	0	0	0	0
B930018H19Rik	0	5	5	0	6	0	7	0	4	0
B930025P03Rik	0	0	0	0	0	0	0	0	0	0
B930036N10Rik	25	5	8	63	28	30	36	27	38	72
B930082K07Rik	0	0	0	0	0	0	0	0	0	0
B930086L07Rik	0	0	0	0	0	0	0	0	0	0
B930092H01Rik	0	0	0	0	0	0	0	0	0	0
B930094E09Rik	0	2	0	2	1	4	2	0	3	7
B930095G15Rik	119	77	77	137	113	120	223	152	183	109
B9d1	13	10	8	12	12	14	17	16	14	19
B9d1os	0	0	0	0	0	0	0	2	0	0
B9d2	337	260	273	450	345	393	549	364	580	589
Baalc	0	0	0	0	0	0	0	0	0	0
Baat	0	0	1	0	0	0	0	0	5	0
Babam1	1301	952	996	1670	1129	1523	1767	1252	1769	1805
Babam2	758	578	510	707	689	740	955	630	1017	975
Bace1	67	73	104	121	79	162	163	96	111	76
Bace2	58	39	18	134	27	297	418	398	376	250
Bach1	48	41	52	49	58	90	90	49	23	86
Bach2	271	243	281	568	251	236	237	140	230	672
Bach2it1	20	7	4	10	17	14	5	9	11	17
Bach2os	9	2	7	3	3	3	2	3	0	12
Bad	418	302	261	422	266	346	421	280	461	532
Bag1	4554	3803	3585	4307	3902	4145	5113	3186	4909	5009
Bag2	71	83	81	129	76	108	155	96	123	209
Bag3	134	127	154	209	126	279	259	158	324	228
Bag4	338	332	372	559	435	685	828	456	586	533
Bag5	856	738	768	1009	908	1117	1376	864	1122	1253
Bag6	653	579	666	683	681	975	834	644	821	846
Bahcc1	0	0	2	2	0	0	0	1	0	3
Bahd1	308	350	320	341	376	583	458	388	290	436
Baiap2	390	475	340	662	513	509	771	351	571	427
Baiap2l1	15	9	8	17	16	4	11	15	18	24
Baiap2l2	2	1	1	1	1	4	6	5	6	7
Baiap3	11231	13559	14260	13137	15833	14642	17380	8044	12390	9286
Bak1	21	9	10	37	30	12	14	11	14	37
Bambi	25	6	5	8	6	2	2	3	11	12
Bambi-ps1	23	8	28	19	15	43	41	36	29	33
Banf1	1984	1289	1185	2356	1806	2004	2118	1648	2498	3058
Banf2	1	0	0	0	0	0	0	0	0	0
Banf2os	4	2	0	5	0	0	0	0	2	25
Bank1	385	333	606	1681	399	76	37	397	523	2327
Banp	620	1004	790	1158	908	1073	1638	866	1289	1254
Bap1	1473	2115	2549	2487	2252	3106	4080	2307	3460	2810
Bard1	26	29	34	68	25	24	48	15	48	67
Barhl1	0	0	0	1	0	5	0	1	0	0
Barhl2	0	0	0	0	0	0	0	0	0	0
Barx1	0	0	0	0	0	0	0	0	0	0
Barx2	0	0	0	0	0	0	0	0	0	0
Basp1	84	96	36	278	117	19	23	94	71	644
Batf	2870	2297	2080	4150	2837	2866	4670	2875	3753	2777
Batf2	6	1	1	10	2	1	2	2	0	29
Batf3	12	14	5	27	0	4	6	6	13	46
Bax	1777	1279	1160	2190	1588	1736	2316	1438	2115	2101
Baz1a	2763	2519	2477	2875	2624	3147	4096	2703	3321	3315
Baz1b	2076	1651	1729	1658	1649	1685	2244	1490	1411	1795
Baz2a	1815	1533	1947	1532	1699	1906	2066	1508	1386	1593
Baz2b	811	581	576	892	669	1122	1554	994	1089	1436
BB014433	0	0	0	0	0	0	0	0	0	0
BB019430	0	0	0	0	0	0	0	0	0	0
BB031773	0	0	0	0	0	0	0	0	0	0
BB123696	0	0	0	0	0	0	0	2	0	0
BB187690	0	0	0	0	0	0	0	0	3	0
BB218582	0	0	0	0	0	0	0	0	0	0
BB287469	0	0	0	0	0	0	0	0	0	0
BB365896	0	0	0	0	0	0	0	0	0	0
BB557941	11	6	3	19	20	3	26	7	14	9
Bbc3	79	56	59	133	121	211	126	139	270	196
Bbip1	686	494	529	850	634	675	764	541	780	930
Bbof1	4	4	2	3	3	9	7	6	8	6
Bbox1	0	0	0	0	0	0	0	0	0	0
Bbs1	1	7	6	6	2	8	8	5	7	11
Bbs10	39	30	33	39	41	77	74	51	76	55
Bbs12	127	118	138	154	94	134	203	143	181	130
Bbs2	89	91	68	92	82	129	177	134	103	209
Bbs4	148	128	242	184	170	327	403	248	339	254
Bbs5	9	4	0	11	3	7	4	4	2	6
Bbs7	11	5	6	6	3	9	16	5	14	18
Bbs9	220	287	368	241	352	386	328	278	345	269
Bbx	1425	1452	1467	1432	1339	1603	2111	1147	1601	1298
BC001981	0	0	0	0	0	0	0	0	0	0
BC002059	192	141	171	308	242	382	453	243	393	237
BC002163	11	8	3	3	7	10	9	7	9	9
BC002189	0	0	0	0	0	0	1	0	0	0
BC003331	686	442	638	855	580	889	973	740	1046	925
BC003965	673	569	602	765	551	861	943	545	947	959
BC004004	1358	1070	1225	1942	1470	1776	2129	1412	2215	2348
BC005537	1377	541	444	823	691	713	764	612	663	1022
BC005561	325	319	354	545	374	634	752	500	709	735
BC005624	1498	1377	1074	1554	1268	1608	2008	1265	1834	1935
BC006965	0	0	0	0	0	0	0	0	0	0
BC016548	0	0	0	0	0	0	0	0	0	0
BC016579	0	0	0	0	0	0	0	0	0	0
BC017158	254	292	363	433	363	468	598	440	491	388
BC017643	2385	2952	2953	3319	2831	3943	4974	3174	4179	4166
BC018473	0	0	0	0	0	0	0	0	0	2
BC021767	0	0	0	0	0	0	0	0	0	1
BC022687	0	5	3	5	2	13	16	2	15	16
BC022960	0	0	5	0	1	0	2	0	7	7
BC023105	12	12	5	5	21	6	4	7	4	7
BC023719	0	0	0	1	0	0	2	0	0	1
BC024139	0	0	0	0	0	0	0	0	0	0
BC024386	0	0	0	0	0	0	0	0	0	0
BC024978	27	25	24	46	49	51	64	34	42	37
BC025446	0	0	0	1	0	0	0	0	0	0
BC025920	14	12	16	20	10	18	14	15	28	22
BC026585	61	28	29	53	40	33	66	68	56	83
BC026762	0	0	0	0	0	0	0	0	0	0
BC027072	0	0	0	0	0	0	0	0	0	0
BC028471	0	0	1	0	0	0	0	0	0	0
BC028528	18	22	15	85	16	4	2	27	19	120
BC028777	0	0	0	6	0	0	2	2	0	1
BC029722	236	178	125	310	249	333	335	276	376	356
BC030336	155	121	103	188	158	274	270	136	225	255
BC030343	3	0	2	0	7	2	21	2	5	8
BC030499	1	7	10	0	1	4	9	4	13	9
BC030500	0	0	0	0	0	0	0	0	0	0
BC030867	38	41	38	41	43	50	58	13	63	114
BC030870	0	0	0	0	0	0	0	0	0	0
BC031181	1516	1226	1082	2329	1609	1998	2630	1602	2640	2666
BC034090	0	2	2	0	0	0	2	4	8	1
BC035044	114	128	122	415	139	297	387	289	292	755
BC035947	0	0	0	0	0	0	0	0	0	0
BC037032	31	15	18	32	37	33	29	10	24	35
BC037034	426	441	413	557	655	646	636	500	511	572
BC037039	2	0	0	0	1	1	0	0	1	0
BC037156	0	0	0	0	0	0	0	0	0	0
BC039771	0	0	0	0	0	0	0	0	6	0
BC039966	0	0	0	0	0	0	0	0	0	0
BC042761	0	0	0	0	0	0	0	0	0	0
BC043934	403	312	417	305	387	496	614	274	371	298
BC046251	0	0	0	0	0	0	0	0	0	0
BC046401	41	9	8	8	21	12	23	13	12	25
BC048403	41	34	39	51	57	83	71	37	57	86
BC048502	0	0	0	1	0	0	0	0	0	0
BC048507	0	0	0	0	0	0	1	1	0	0
BC048559	2	2	2	0	8	1	2	3	4	2
BC048562	0	0	0	0	0	0	0	0	0	0
BC048644	0	0	0	0	0	0	0	0	0	0
BC048671	0	0	0	0	0	0	0	0	0	2
BC048679	0	0	0	0	0	0	0	0	0	0
BC049352	20	5	21	21	11	23	28	18	34	18
BC049715	37	38	32	50	31	6	7	9	25	24
BC049730	0	0	0	0	0	0	0	0	0	0
BC049739	3	0	0	0	0	0	0	0	0	0
BC049762	0	2	1	3	0	0	3	1	1	6
BC049987	0	0	0	0	0	0	0	0	0	0
BC050972	0	0	0	0	0	0	0	1	0	0
BC051019	3	0	1	2	2	2	7	0	7	4
BC051076	0	0	0	0	0	0	0	0	0	0
BC051077	1	1	0	0	0	0	1	0	0	0
BC051142	2	12	5	12	5	1	5	3	0	18
BC051226	26	20	9	11	42	41	33	44	15	20
BC051537	4	1	1	5	1	2	0	4	1	10
BC051665	0	0	1	0	0	0	0	0	0	0
BC052040	156	168	223	320	236	282	517	266	361	268
BC053393	0	0	0	0	0	0	0	0	0	0
BC055308	9	9	2	18	17	23	15	23	14	8
BC055324	82	120	124	125	130	160	208	115	178	195
BC055402	0	0	0	0	0	0	0	0	0	0
BC060293	3	9	1	4	8	2	11	1	6	6
BC061195	0	0	0	0	0	0	0	0	0	0
BC061212	0	0	0	0	0	0	0	0	0	0
BC061237	0	0	0	0	0	0	0	0	0	0
BC064078	110	121	91	217	122	590	709	452	714	677
BC065397	27	34	34	47	27	78	79	51	105	45
BC065403	0	0	0	0	0	0	0	0	0	0
BC067074	0	0	0	0	0	0	0	1	0	0
BC080695	0	0	0	0	0	0	0	0	0	0
BC080696	0	0	0	0	0	0	0	0	0	0
BC085271	17	10	5	6	1	13	15	3	8	4
Bc1-ps1	0	0	0	0	0	0	0	0	0	0
BC100530	0	0	0	0	0	0	0	0	0	2
BC106175	0	0	0	0	0	0	0	0	0	0
BC106179	0	2	0	0	0	2	0	0	0	0
BC107364	0	0	0	0	0	0	0	0	0	0
BC117090	0	0	0	0	0	0	0	0	0	0
BC147527	2360	2916	2832	2945	2744	2534	3654	1878	2886	2624
Bcam	3	2	4	33	25	20	23	58	31	68
Bcan	0	0	0	0	0	0	0	0	0	0
Bcap29	1102	783	1009	1546	1035	1470	2154	1283	1734	1553
Bcap31	4409	3985	3751	5614	4541	6203	7100	4659	7753	6418
Bcar1	7	4	4	23	0	2	2	5	9	9
Bcar3	76	120	133	347	120	3	3	103	95	627
Bcas1	18	9	23	11	14	8	15	14	25	20
Bcas1os1	0	0	0	0	0	0	0	0	0	0
Bcas1os2	0	0	0	0	0	0	0	0	0	0
Bcas2	2357	1859	1779	2745	2304	2616	3055	1948	2865	3387
Bcas3	822	950	1108	958	987	1381	1551	922	1457	960
Bcas3os1	37	20	15	15	13	14	18	24	29	15
Bcas3os2	0	2	2	0	3	2	0	2	0	0
Bcat1	85	72	28	143	39	108	192	147	124	204
Bcat2	645	572	632	799	697	805	836	617	965	1121
Bccip	1840	1475	1384	1754	1489	1733	2076	1569	1874	2255
Bcdin3d	255	171	177	236	229	290	299	180	308	339
Bche	0	0	3	0	0	0	0	0	0	0
Bckdha	121	91	76	190	153	156	176	116	208	198
Bckdhb	96	63	61	83	59	131	98	120	92	150
Bckdk	1217	939	1242	1738	1260	1613	2095	1157	1800	1996
Bcl10	1219	1157	1025	1453	1173	1504	1674	1197	1845	1800
Bcl11a	50	69	75	287	106	6	1	78	107	453
Bcl11b	5316	4973	5347	4761	6240	6839	8341	4634	6760	4655
Bcl2	7461	6552	9062	9256	8559	5557	9370	4577	5893	4313
Bcl2a1a	13	14	7	43	15	12	11	19	28	72
Bcl2a1b	341	259	207	437	336	364	456	280	358	349
Bcl2a1c	2	5	1	4	4	3	3	2	7	8
Bcl2a1d	639	561	430	926	709	690	962	558	840	741
Bcl2l1	728	793	1090	1008	916	960	1051	688	1170	953
Bcl2l10	0	0	0	0	0	1	0	0	0	0
Bcl2l11	1075	991	1191	1702	1262	1301	2170	802	1628	1115
